REEF_SITE,YEAR,MONTH,SURVEY_DATE,REEF_ZONE,TRANSECT_NO,SIZE,a,b,IND_MASS,BLEACH_MONTH
MH4,2024,MAR,20/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,10,0.025,3.146,35,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,20/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,4,0.025,3.146,2,pre-bleach
HS,2024,MAR,29/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,9,0.025,3.146,25.1,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
HS,2024,MAR,29/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,9,0.025,3.146,25.1,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,3,0.025,3.146,0.8,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,1,0.025,3.146,0,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,1,0.025,3.146,0,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,2,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,5,0.025,3.146,4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,4,0.025,3.146,2,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,6,0.025,3.146,7,pre-bleach
MH4,2024,MAR,30/03/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,1,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,4,0.025,3.146,2,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,2,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,4,0.025,3.146,2,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,4,0.025,3.146,2,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,5,0.025,3.146,4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,10,0.025,3.146,35,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,9,0.025,3.146,25.1,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,9,0.025,3.146,25.1,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,7,0.025,3.146,11.4,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,8,0.025,3.146,17.3,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,6,0.025,3.146,7,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,3,0.025,3.146,0.8,pre-bleach
MH4,2024,APR,04/04/2024,FLAT,3,3,0.025,3.146,0.8,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,9,0.025,3.146,25.1,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,9,0.025,3.146,25.1,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,10,0.025,3.146,35,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,1,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,10,0.025,3.146,35,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,9,0.025,3.146,25.1,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,5,0.025,3.146,4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,9,0.025,3.146,25.1,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,10,0.025,3.146,35,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,9,0.025,3.146,25.1,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,5,0.025,3.146,4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,5,0.025,3.146,4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,6,0.025,3.146,7,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,4,0.025,3.146,2,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,2,0.025,3.146,0.2,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,1,0.025,3.146,0,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,1,0.025,3.146,0,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,2,1,0.025,3.146,0,pre-bleach
ATL,2024,APR,06/04/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,3,9,0.025,3.146,25.1,pre-bleach
ATL,2024,APR,06/04/2024,CREST,3,7,0.025,3.146,11.4,pre-bleach
ATL,2024,APR,06/04/2024,CREST,3,8,0.025,3.146,17.3,pre-bleach
ATL,2024,APR,06/04/2024,CREST,3,9,0.025,3.146,25.1,pre-bleach
ATL,2024,APR,06/04/2024,CREST,3,10,0.025,3.146,35,pre-bleach
